timestamp,critical_operations_load_mw,device_vulnerabilities_cve,protocol_packet_loss_pct,ev_microgrid_integration_index,industry_firewall_efficiency,overall_resilience_score
2024-01-31,45.67228411980416,0.0,0.02661300104399142,85.28982524731406,99.96433361446023,89.11113768995126
2024-02-29,46.621740508041384,0.0,0.016161761076379438,84.85884415905734,99.9650471701425,89.89002214989925
2024-03-31,42.600563311743564,0.0,0.03582399918025697,85.51752168004029,99.97843800859592,90.7487990196454
2024-04-30,44.403191690289106,0.0,0.040865965855473065,88.20915093848275,99.99646907868389,92.9943939954207
2024-05-31,45.689581859210406,0.0,0.028218765606783644,89.1462410414551,99.92712083692687,91.36323740803373
2024-06-30,45.99182370065934,0.0,0.048947694780635924,92.86098718662883,99.98872809749231,95.32182885060438
2024-07-31,45.09175658467285,0.0,0.049995039319071295,93.33650872924684,99.94752790917656,97.05591903861743
2024-08-31,49.88243657385865,0.0,0.01776373436971343,95.16937625624173,99.92293031706718,95.01382007764005
2024-09-30,42.70359083081835,0.0,0.04064663834496551,94.10378148283965,99.9698781010745,97.3039988286454
2024-10-31,45.70724537856964,0.0,0.016142314811253125,96.45667883632774,99.99165623049534,94.77591958318499
2024-11-30,45.198422009660774,0.0,0.02007851244745457,96.5758160928708,99.90065178629702,98.82383241110387
2024-12-31,45.46321129119497,0.0,0.018201284432758338,98.88272763014177,99.98471238148844,98.15965266209406
