timestamp,critical_operations_load_mw,device_vulnerabilities_cve,protocol_packet_loss_pct,ev_microgrid_integration_index,industry_firewall_efficiency,overall_resilience_score
2024-01-31,46.200259572913154,0.0,0.035485323282353064,84.48387263573305,99.91072525802244,90.74880280700816
2024-02-29,45.931708456153764,0.0,0.02512664165436026,86.28232373436711,99.97311352796673,90.05282932463092
2024-03-31,46.60609654461021,0.0,0.0437682418475034,87.63361873852512,99.96065461227639,89.46178943902818
2024-04-30,44.30893640337713,0.0,0.031069580859202757,89.68870141114674,99.9563901802813,91.7880408934172
2024-05-31,48.086567772619084,0.0,0.022949939014824297,91.03819190148089,99.95149438877614,93.38619144802219
2024-06-30,46.48421178410938,0.0,0.04571821293645106,92.16506220656831,99.91749547759065,94.16403123691337
2024-07-31,42.697374536030196,0.0,0.02133416884503081,94.52885726152276,99.973999625004,95.64949392402426
2024-08-31,44.514327279862776,0.0,0.025439382955911968,95.37597867439163,99.92115271910671,95.58465419513632
2024-09-30,48.106339560919565,0.0,0.017904637335588704,96.87867401874774,99.96718697297634,95.33275892956559
2024-10-31,38.25172832753954,0.0,0.03703239364593032,96.09284678507183,99.93001272554122,97.59597902330003
2024-11-30,44.69040531989681,0.0,0.019826335244055054,97.80417526839798,99.95965591222634,97.67986364396255
2024-12-31,43.24197323791194,0.0,0.023863170409765856,100.92073536025777,99.99560181903472,99.34585157226823
