timestamp,critical_operations_load_mw,device_vulnerabilities_cve,protocol_packet_loss_pct,ev_microgrid_integration_index,industry_firewall_efficiency,overall_resilience_score
2024-01-31,42.01973063561886,7,0.12483283927527947,42.42767798816469,95.77284013497973,74.94016478845559
2024-02-29,44.01906038350979,5,0.34777409888224387,43.330137966105895,97.02510390095885,75.52915557125982
2024-03-31,52.4134276133618,8,0.3693837284463274,45.556550841256744,99.01771149279874,73.12896190639474
2024-04-30,41.42182590927281,7,0.48609728582547007,50.42831453583287,97.96024024897734,78.44153996920761
2024-05-31,47.73576056264285,9,0.4935480100967631,51.255813044976364,95.52011927908757,69.99211189411074
2024-06-30,52.22990174896069,3,0.18509148323266422,58.766131427439205,98.87963151380936,76.2178320214749
2024-07-31,58.60037511613848,5,0.2638786436061425,58.5868035803895,97.21344933728439,78.52206571950971
2024-08-31,54.55326012494463,4,0.42713184150367767,66.71819048368002,98.62722888333165,75.67455891233857
2024-09-30,46.56749237751434,4,0.3858762995918953,69.82090111209587,97.51989121261933,80.33636425378658
2024-10-31,52.965265101558884,6,0.1309001149094382,72.21331074987648,97.02347932224858,87.82014090026526
2024-11-30,44.6464879608741,4,0.15720296146110746,76.83627423270578,96.63228997328548,84.75238006688575
2024-12-31,46.02999014063989,6,0.3224891359253717,78.39054966291656,98.71017965150756,83.01975317498048
