timestamp,critical_operations_load_mw,device_vulnerabilities_cve,protocol_packet_loss_pct,ev_microgrid_integration_index,industry_firewall_efficiency,overall_resilience_score
2024-01-31,129.73680022659167,36,24.792028151823665,28.394013210116253,47.65817714424539,47.8316212664785
2024-02-29,95.41236243010658,42,28.919826333137998,26.52256318603807,52.576613474708026,46.16731153197781
2024-03-31,79.0944175701434,31,21.649545013517212,24.32320248309986,55.32103669060484,43.61449849243223
2024-04-30,139.46336096735004,25,33.399713818999146,29.422392928260322,64.2823470167738,47.42922038502593
2024-05-31,135.50631985562632,34,30.94421386762268,24.908329516585358,63.95106138532733,38.51512196831183
2024-06-30,141.1510579342623,18,20.92309063136705,20.42839234158861,47.322848308822586,28.658606613010203
2024-07-31,140.92627116964763,28,30.50659664101627,21.605603368310994,40.599567824144714,33.152714013550245
2024-08-31,136.80017342809924,15,15.886029272220206,15.765554373186621,59.128484402745755,32.00801133644731
2024-09-30,105.04909364888161,31,21.57432001027798,11.258335986687708,49.19232643834809,25.13879957639843
2024-10-31,141.9874283843021,25,30.980991290030897,9.237781196525598,62.233753680931606,26.227724877337543
2024-11-30,101.31359397368969,41,20.041305872744886,19.422857636753168,63.40239676424828,21.656772482147023
2024-12-31,111.37338299463758,29,35.81236815358805,4.792648398431209,62.28287642429457,14.40256013658686
