timestamp,critical_operations_load_mw,device_vulnerabilities_cve,protocol_packet_loss_pct,ev_microgrid_integration_index,industry_firewall_efficiency,overall_resilience_score
2024-01-31,54.499238746051866,3,0.24179046553311379,38.945466331343106,98.68206440935003,61.493713601194344
2024-02-29,47.55377300775094,7,0.20654306217390495,45.29376757545437,96.71424800153463,68.47370866148496
2024-03-31,54.34221367301762,3,0.14086508992211516,41.17744194028774,96.9096917071569,70.68992341072578
2024-04-30,47.78159190462855,8,0.35225531704550705,53.28238056846087,95.89164738670081,76.46899595063294
2024-05-31,45.96024860082251,2,0.4642685640577463,56.349349459480806,98.66739480546634,81.00228806176005
2024-06-30,47.006659511865806,3,0.318603899586388,61.69017705248929,97.36934582793918,78.67711090049892
2024-07-31,51.08675448025733,4,0.17663043981823565,63.91564401136762,99.7803531564603,78.50333123913134
2024-08-31,45.54506149368736,8,0.24469021281679246,64.79624422951697,95.06403086864029,82.85468830795304
2024-09-30,47.99352496526166,7,0.2814494508520502,70.82762402437379,98.61924778293309,84.75607723356158
2024-10-31,54.282829479128,6,0.39400071576074147,74.8438827302767,99.70045691942641,83.82049779445353
2024-11-30,49.187672337928,8,0.14681033253117093,74.36760987553491,95.30357158756154,82.04980565672444
2024-12-31,52.41704787390165,2,0.21901915628742602,79.457763710744,98.43193555228463,81.34922986334107
